x,y,z,x avg,y avg,z avg,x max,x min,y max,y min,z max,z min
0.0251,0.9915,0.1979,0.0013,0.0496,0.0496,0.1979,0.0000,0.9915,0.0000,0.9915,0.0000
0.0244,0.9934,0.2055,0.0012,0.0497,0.0497,0.2055,0.0000,0.9934,0.0000,0.9934,0.0000
0.0244,0.9941,0.2009,0.0012,0.0497,0.0497,0.2009,0.0000,0.9941,0.0000,0.9941,0.0000
0.0245,0.9855,0.2015,0.0012,0.0493,0.0493,0.2015,0.0000,0.9855,0.0000,0.9855,0.0000
0.0247,0.9897,0.2009,0.0012,0.0495,0.0495,0.2009,0.0000,0.9897,0.0000,0.9897,0.0000
0.0267,0.9888,0.1997,0.0013,0.0494,0.0494,0.1997,0.0000,0.9888,0.0000,0.9888,0.0000
0.0301,0.9864,0.2015,0.0015,0.0493,0.0493,0.2015,0.0000,0.9864,0.0000,0.9864,0.0000
0.0273,0.9891,0.1988,0.0014,0.0495,0.0495,0.1988,0.0000,0.9891,0.0000,0.9891,0.0000
0.0236,0.9921,0.2015,0.0012,0.0496,0.0496,0.2015,0.0000,0.9921,0.0000,0.9921,0.0000
0.0290,0.9933,0.1982,0.0014,0.0497,0.0497,0.1982,0.0000,0.9933,0.0000,0.9933,0.0000
0.0264,0.9933,0.1965,0.0013,0.0497,0.0497,0.1965,0.0000,0.9933,0.0000,0.9933,0.0000
0.0225,0.9923,0.2012,0.0011,0.0496,0.0496,0.2012,0.0000,0.9923,0.0000,0.9923,0.0000
0.0247,0.9884,0.2010,0.0012,0.0494,0.0494,0.2010,0.0000,0.9884,0.0000,0.9884,0.0000
0.0224,0.9969,0.2020,0.0011,0.0498,0.0498,0.2020,0.0000,0.9969,0.0000,0.9969,0.0000
0.0225,0.9922,0.2001,0.0011,0.0496,0.0496,0.2001,0.0000,0.9922,0.0000,0.9922,0.0000
0.0286,0.9866,0.2022,0.0014,0.0493,0.0493,0.2022,0.0000,0.9866,0.0000,0.9866,0.0000
